i,Ebeam,x,y,z,Q2,pT,obs,Nacc,stat_sivers,stat_collins,stat_pretzelosity,systrel,systabs,target,hadron,Experiment
0,11.0,0.090102,0.628929,0.322515,1.167160,0.158526,AUT,2421284.409753,0.016795,0.011564,0.011553,0.070207,0.001121,neutron,pi+,solid
1,11.0,0.107355,0.599687,0.323197,1.328471,0.144373,AUT,2268973.316945,0.013007,0.009792,0.009776,0.070207,0.001148,neutron,pi+,solid
2,11.0,0.118944,0.582651,0.323539,1.430272,0.136535,AUT,2197245.580426,0.011040,0.008836,0.008857,0.070207,0.001167,neutron,pi+,solid
3,11.0,0.128694,0.566069,0.323636,1.503485,0.130117,AUT,2243477.440567,0.009556,0.008076,0.008107,0.070207,0.001183,neutron,pi+,solid
4,11.0,0.137403,0.549006,0.323834,1.556884,0.122713,AUT,2115656.382686,0.008956,0.007874,0.007929,0.070207,0.001199,neutron,pi+,solid
5,11.0,0.145818,0.531980,0.323970,1.600967,0.115651,AUT,2117094.087688,0.008439,0.007682,0.007708,0.070207,0.001214,neutron,pi+,solid
6,11.0,0.154443,0.513541,0.324216,1.636888,0.107731,AUT,2068765.508273,0.008028,0.007548,0.007583,0.070207,0.001229,neutron,pi+,solid
7,11.0,0.163426,0.495724,0.324230,1.672019,0.100191,AUT,1970772.910630,0.007980,0.007660,0.007684,0.070207,0.001246,neutron,pi+,solid
8,11.0,0.173117,0.476373,0.324408,1.701931,0.091795,AUT,1925139.571832,0.007887,0.007727,0.007742,0.070207,0.001264,neutron,pi+,solid
9,11.0,0.183943,0.454872,0.324599,1.726648,0.082149,AUT,1834078.069074,0.008047,0.007972,0.007969,0.070207,0.001284,neutron,pi+,solid
10,11.0,0.197166,0.429878,0.324701,1.748847,0.072527,AUT,1856179.618100,0.008023,0.008008,0.008001,0.070207,0.001309,neutron,pi+,solid
11,11.0,0.214843,0.400008,0.324672,1.772791,0.067893,AUT,1755911.772764,0.008432,0.008443,0.008450,0.070207,0.001341,neutron,pi+,solid
12,11.0,0.240444,0.363168,0.324733,1.800072,0.075046,AUT,1715921.859648,0.009063,0.008986,0.008995,0.070207,0.001387,neutron,pi+,solid
13,11.0,0.275668,0.326225,0.324618,1.854517,0.098383,AUT,950968.948455,0.018680,0.015434,0.015850,0.070207,0.001449,neutron,pi+,solid
14,11.0,0.065226,0.795780,0.322376,1.069539,0.327647,AUT,1407206.040628,0.019878,0.014124,0.013996,0.070207,0.001084,neutron,pi+,solid
15,11.0,0.072440,0.744462,0.322673,1.112955,0.314151,AUT,1273189.348561,0.015830,0.012429,0.012355,0.070207,0.001095,neutron,pi+,solid
16,11.0,0.076799,0.719817,0.322767,1.140974,0.310848,AUT,1261900.397433,0.014844,0.011881,0.011919,0.070207,0.001101,neutron,pi+,solid
17,11.0,0.080587,0.701567,0.323007,1.166921,0.308503,AUT,1366220.987482,0.013690,0.011092,0.011092,0.070207,0.001107,neutron,pi+,solid
18,11.0,0.083961,0.687798,0.323186,1.191977,0.306112,AUT,1233029.821803,0.013976,0.011453,0.011444,0.070207,0.001112,neutron,pi+,solid
19,11.0,0.087108,0.681175,0.323348,1.224779,0.304457,AUT,1284347.257600,0.013617,0.011114,0.011172,0.070207,0.001117,neutron,pi+,solid
20,11.0,0.090197,0.675698,0.323358,1.258013,0.302377,AUT,1212270.474582,0.013978,0.011423,0.011464,0.070207,0.001121,neutron,pi+,solid
21,11.0,0.093148,0.670758,0.323354,1.289674,0.301539,AUT,1171091.802460,0.014272,0.011662,0.011646,0.070207,0.001126,neutron,pi+,solid
22,11.0,0.096047,0.665483,0.323445,1.319359,0.299956,AUT,1152447.671835,0.014348,0.011721,0.011691,0.070207,0.001130,neutron,pi+,solid
23,11.0,0.098995,0.661029,0.323539,1.350759,0.298366,AUT,1175789.517602,0.014107,0.011508,0.011536,0.070207,0.001135,neutron,pi+,solid
24,11.0,0.101990,0.656524,0.323570,1.382144,0.296749,AUT,1140802.051306,0.014261,0.011654,0.011700,0.070207,0.001139,neutron,pi+,solid
25,11.0,0.104946,0.652583,0.323628,1.413657,0.295831,AUT,1071929.447197,0.014726,0.012029,0.012050,0.070207,0.001144,neutron,pi+,solid
26,11.0,0.107939,0.648644,0.323715,1.445213,0.294685,AUT,1102199.351169,0.014392,0.011774,0.011798,0.070207,0.001149,neutron,pi+,solid
27,11.0,0.110988,0.644608,0.323739,1.476776,0.293851,AUT,1029348.740363,0.014862,0.012133,0.012249,0.070207,0.001154,neutron,pi+,solid
28,11.0,0.114090,0.640454,0.323732,1.508283,0.293080,AUT,1062589.046747,0.014556,0.011987,0.012011,0.070207,0.001159,neutron,pi+,solid
29,11.0,0.117338,0.636806,0.323892,1.542369,0.292554,AUT,1045789.139949,0.014601,0.012067,0.012071,0.070207,0.001164,neutron,pi+,solid
30,11.0,0.120685,0.632947,0.323796,1.576778,0.292555,AUT,1013847.677757,0.014653,0.012160,0.012189,0.070207,0.001170,neutron,pi+,solid
31,11.0,0.124129,0.629408,0.323840,1.612698,0.291561,AUT,988737.757940,0.014802,0.012316,0.012329,0.070207,0.001176,neutron,pi+,solid
32,11.0,0.127626,0.624408,0.323794,1.644933,0.291264,AUT,920193.116751,0.015205,0.012681,0.012747,0.070207,0.001182,neutron,pi+,solid
33,11.0,0.131159,0.614682,0.323851,1.664121,0.290910,AUT,855838.890872,0.015278,0.012995,0.012970,0.070207,0.001188,neutron,pi+,solid
34,11.0,0.135041,0.604136,0.323827,1.683946,0.290691,AUT,870459.955687,0.014752,0.012695,0.012708,0.070207,0.001195,neutron,pi+,solid
35,11.0,0.139437,0.590491,0.323813,1.699455,0.290587,AUT,802542.215477,0.014726,0.012970,0.013010,0.070207,0.001203,neutron,pi+,solid
36,11.0,0.144299,0.574450,0.323683,1.710917,0.290994,AUT,747207.511078,0.014559,0.013213,0.013287,0.070207,0.001212,neutron,pi+,solid
37,11.0,0.149860,0.556582,0.323360,1.721518,0.292851,AUT,671453.219174,0.014654,0.013794,0.013862,0.070207,0.001222,neutron,pi+,solid
38,11.0,0.156312,0.532605,0.322883,1.718181,0.300735,AUT,580381.167348,0.014784,0.014882,0.014978,0.070207,0.001233,neutron,pi+,solid
39,11.0,0.164104,0.503998,0.321988,1.706752,0.316440,AUT,511075.918521,0.014925,0.016757,0.016872,0.070207,0.001247,neutron,pi+,solid
40,11.0,0.174176,0.466388,0.320619,1.676037,0.344405,AUT,452693.549758,0.015735,0.022593,0.022698,0.070207,0.001265,neutron,pi+,solid
41,11.0,0.187574,0.431389,0.319324,1.669512,0.364732,AUT,455965.935499,0.016501,0.031926,0.031924,0.070207,0.001289,neutron,pi+,solid
42,11.0,0.206000,0.401282,0.318855,1.705160,0.368386,AUT,511925.926488,0.015434,0.032281,0.032292,0.070207,0.001323,neutron,pi+,solid
43,11.0,0.233986,0.363308,0.318998,1.752059,0.368436,AUT,621398.084372,0.016078,0.031878,0.031898,0.070207,0.001374,neutron,pi+,solid
44,11.0,0.271704,0.325666,0.319687,1.824394,0.368692,AUT,425105.932276,0.027921,0.045497,0.045888,0.070207,0.001440,neutron,pi+,solid
45,11.0,0.061244,0.831095,0.322363,1.049786,0.501926,AUT,1417955.423947,0.007558,0.009311,0.009327,0.070207,0.001078,neutron,pi+,solid
46,11.0,0.066934,0.791195,0.323171,1.092927,0.496299,AUT,1377711.245921,0.007701,0.009009,0.009011,0.070207,0.001087,neutron,pi+,solid
47,11.0,0.070993,0.766495,0.323474,1.123116,0.492937,AUT,1337264.516638,0.007880,0.008859,0.008854,0.070207,0.001093,neutron,pi+,solid
48,11.0,0.074617,0.748530,0.323633,1.152801,0.491616,AUT,1425929.544350,0.007688,0.008422,0.008430,0.070207,0.001098,neutron,pi+,solid
49,11.0,0.078005,0.732684,0.323736,1.179667,0.490786,AUT,1321234.750019,0.008088,0.008603,0.008611,0.070207,0.001103,neutron,pi+,solid
50,11.0,0.081254,0.718613,0.323744,1.205209,0.490979,AUT,1377324.608652,0.008055,0.008348,0.008355,0.070207,0.001108,neutron,pi+,solid
51,11.0,0.084593,0.705552,0.323812,1.231950,0.490707,AUT,1421633.079730,0.008022,0.008163,0.008169,0.070207,0.001113,neutron,pi+,solid
52,11.0,0.087990,0.697965,0.323705,1.267655,0.490125,AUT,1380019.250423,0.008269,0.008282,0.008282,0.070207,0.001118,neutron,pi+,solid
53,11.0,0.091495,0.689487,0.323800,1.302133,0.489982,AUT,1406120.446622,0.008302,0.008207,0.008226,0.070207,0.001123,neutron,pi+,solid
54,11.0,0.095236,0.680344,0.323858,1.337406,0.489837,AUT,1469462.189539,0.008240,0.008054,0.008059,0.070207,0.001129,neutron,pi+,solid
55,11.0,0.099237,0.671541,0.323899,1.375557,0.489582,AUT,1476386.197956,0.008366,0.008089,0.008091,0.070207,0.001135,neutron,pi+,solid
56,11.0,0.103484,0.661556,0.323895,1.413092,0.489260,AUT,1505874.274886,0.008471,0.008120,0.008117,0.070207,0.001142,neutron,pi+,solid
57,11.0,0.108023,0.651489,0.323907,1.452601,0.488722,AUT,1506727.024020,0.008591,0.008201,0.008217,0.070207,0.001149,neutron,pi+,solid
58,11.0,0.112932,0.639592,0.323861,1.490870,0.488365,AUT,1540042.949291,0.008670,0.008258,0.008271,0.070207,0.001157,neutron,pi+,solid
59,11.0,0.118124,0.628742,0.323902,1.532948,0.488696,AUT,1497692.645996,0.008953,0.008554,0.008575,0.070207,0.001166,neutron,pi+,solid
60,11.0,0.123665,0.616862,0.323919,1.574529,0.487911,AUT,1527660.199605,0.009131,0.008774,0.008772,0.070207,0.001175,neutron,pi+,solid
61,11.0,0.129819,0.597733,0.324006,1.601497,0.487938,AUT,1569843.766671,0.009338,0.009103,0.009120,0.070207,0.001186,neutron,pi+,solid
62,11.0,0.137316,0.570659,0.323941,1.617132,0.487440,AUT,1698657.242627,0.009298,0.009409,0.009409,0.070207,0.001199,neutron,pi+,solid
63,11.0,0.146807,0.542784,0.324137,1.644325,0.484943,AUT,1760890.090856,0.008929,0.009574,0.009566,0.070207,0.001216,neutron,pi+,solid
64,11.0,0.159279,0.510043,0.324524,1.676043,0.480710,AUT,1910343.671637,0.008065,0.009308,0.009328,0.070207,0.001238,neutron,pi+,solid
65,11.0,0.176401,0.470997,0.324800,1.713550,0.474972,AUT,1884503.108184,0.007806,0.009745,0.009778,0.070207,0.001270,neutron,pi+,solid
66,11.0,0.202230,0.421643,0.325395,1.756794,0.468627,AUT,1882118.310827,0.008164,0.010449,0.010484,0.070207,0.001318,neutron,pi+,solid
67,11.0,0.249976,0.354206,0.326083,1.817841,0.462245,AUT,1623361.177013,0.012151,0.013299,0.013466,0.070207,0.001403,neutron,pi+,solid
68,11.0,0.065032,0.811530,0.325864,1.087148,0.668887,AUT,1375116.720863,0.007861,0.009862,0.009858,0.070207,0.001084,neutron,pi+,solid
69,11.0,0.077448,0.749054,0.326511,1.196546,0.664658,AUT,1420076.223235,0.007806,0.009117,0.009113,0.070207,0.001102,neutron,pi+,solid
70,11.0,0.089790,0.713541,0.326802,1.321874,0.663481,AUT,1338280.716752,0.008074,0.009237,0.009245,0.070207,0.001121,neutron,pi+,solid
71,11.0,0.104311,0.685709,0.327001,1.475657,0.662365,AUT,1354238.536876,0.008201,0.009139,0.009141,0.070207,0.001144,neutron,pi+,solid
72,11.0,0.123088,0.648883,0.327154,1.646728,0.660899,AUT,1306354.282294,0.008772,0.009425,0.009445,0.070207,0.001175,neutron,pi+,solid
73,11.0,0.159161,0.533461,0.327733,1.731276,0.656504,AUT,1187035.952277,0.014033,0.013075,0.013194,0.070207,0.001239,neutron,pi+,solid
74,11.0,0.234499,0.382862,0.331199,1.842484,0.636287,AUT,155223.755462,0.483214,0.267228,0.248472,0.070207,0.001378,neutron,pi+,solid
75,11.0,0.098684,0.602540,0.372980,1.224222,0.153458,AUT,2681407.904800,0.012306,0.009080,0.009183,0.070207,0.001139,neutron,pi+,solid
76,11.0,0.120641,0.570691,0.373523,1.420598,0.136117,AUT,2396208.860547,0.009292,0.007809,0.007853,0.070207,0.001176,neutron,pi+,solid
77,11.0,0.134695,0.548364,0.373593,1.524160,0.126271,AUT,2385997.286962,0.008130,0.007299,0.007315,0.070207,0.001201,neutron,pi+,solid
78,11.0,0.146978,0.525075,0.373905,1.592527,0.117337,AUT,2317774.943763,0.007626,0.007138,0.007153,0.070207,0.001224,neutron,pi+,solid
79,11.0,0.159110,0.500173,0.374049,1.642239,0.108180,AUT,2282055.923993,0.007323,0.007074,0.007102,0.070207,0.001247,neutron,pi+,solid
80,11.0,0.172120,0.475635,0.374273,1.689266,0.099229,AUT,2239048.843312,0.007326,0.007190,0.007198,0.070207,0.001271,neutron,pi+,solid
81,11.0,0.186834,0.447978,0.374354,1.726880,0.089073,AUT,2134863.440412,0.007495,0.007441,0.007449,0.070207,0.001299,neutron,pi+,solid
82,11.0,0.205748,0.414812,0.374384,1.760240,0.080204,AUT,2097346.502316,0.007667,0.007665,0.007704,0.070207,0.001335,neutron,pi+,solid
83,11.0,0.235371,0.370339,0.374597,1.795716,0.085788,AUT,2066064.134087,0.008235,0.008179,0.008172,0.070207,0.001390,neutron,pi+,solid
84,11.0,0.275009,0.326690,0.374257,1.852695,0.113426,AUT,856253.178371,0.020085,0.016614,0.016906,0.070207,0.001462,neutron,pi+,solid
85,11.0,0.069858,0.757811,0.372637,1.089948,0.326984,AUT,1636794.981761,0.033640,0.020428,0.020524,0.070207,0.001095,neutron,pi+,solid
86,11.0,0.079160,0.702753,0.373232,1.147951,0.310023,AUT,1413127.762446,0.026293,0.017050,0.017092,0.070207,0.001109,neutron,pi+,solid
87,11.0,0.084778,0.678952,0.373456,1.188045,0.306432,AUT,1362847.062753,0.024101,0.016077,0.016011,0.070207,0.001118,neutron,pi+,solid
88,11.0,0.089557,0.669481,0.373578,1.237559,0.304116,AUT,1242575.409206,0.024826,0.016624,0.016634,0.070207,0.001125,neutron,pi+,solid
89,11.0,0.094109,0.661246,0.373688,1.284482,0.301691,AUT,1303602.625558,0.023538,0.015922,0.015897,0.070207,0.001132,neutron,pi+,solid
90,11.0,0.098601,0.654697,0.373798,1.332471,0.298689,AUT,1253033.108819,0.023555,0.016102,0.016026,0.070207,0.001139,neutron,pi+,solid
91,11.0,0.102950,0.648042,0.373925,1.377097,0.296416,AUT,1203095.665541,0.023737,0.016234,0.016288,0.070207,0.001146,neutron,pi+,solid
92,11.0,0.107291,0.642788,0.373917,1.423537,0.293919,AUT,1189591.145300,0.023200,0.016040,0.016068,0.070207,0.001154,neutron,pi+,solid
93,11.0,0.111784,0.637051,0.374049,1.469910,0.291137,AUT,1197942.193691,0.022944,0.015941,0.015975,0.070207,0.001161,neutron,pi+,solid
94,11.0,0.116290,0.632217,0.374077,1.517591,0.288765,AUT,1092963.310722,0.023677,0.016520,0.016598,0.070207,0.001169,neutron,pi+,solid
95,11.0,0.120874,0.627936,0.374209,1.566709,0.286965,AUT,1132405.472810,0.022990,0.016169,0.016225,0.070207,0.001177,neutron,pi+,solid
96,11.0,0.125760,0.622361,0.374200,1.615558,0.284766,AUT,1091105.994911,0.022691,0.016154,0.016205,0.070207,0.001186,neutron,pi+,solid
97,11.0,0.130744,0.613333,0.374386,1.655174,0.282594,AUT,974831.815499,0.023161,0.016743,0.016797,0.070207,0.001195,neutron,pi+,solid
98,11.0,0.135969,0.601418,0.374443,1.687868,0.279958,AUT,908841.076760,0.023195,0.016966,0.017085,0.070207,0.001204,neutron,pi+,solid
99,11.0,0.141694,0.589515,0.374632,1.724098,0.276419,AUT,799039.832118,0.023529,0.017529,0.017715,0.070207,0.001215,neutron,pi+,solid
100,11.0,0.148185,0.574656,0.374859,1.757564,0.271606,AUT,721294.957446,0.023186,0.017805,0.017962,0.070207,0.001227,neutron,pi+,solid
101,11.0,0.156106,0.554786,0.374978,1.787352,0.264968,AUT,575466.798614,0.023429,0.018868,0.019000,0.070207,0.001242,neutron,pi+,solid
102,11.0,0.165887,0.528893,0.374596,1.810453,0.262411,AUT,379694.631141,0.024916,0.021829,0.022018,0.070207,0.001261,neutron,pi+,solid
103,11.0,0.178479,0.485420,0.373080,1.786704,0.285783,AUT,197877.527422,0.027476,0.030143,0.030241,0.070207,0.001284,neutron,pi+,solid
104,11.0,0.198502,0.411658,0.367297,1.684399,0.363185,AUT,106855.912867,0.033847,0.073468,0.073277,0.070207,0.001320,neutron,pi+,solid
105,11.0,0.231500,0.360792,0.365492,1.720396,0.381503,AUT,111856.144029,0.042900,0.087871,0.087306,0.070207,0.001380,neutron,pi+,solid
106,11.0,0.276243,0.320070,0.369510,1.823671,0.336595,AUT,75507.555904,0.075752,0.075946,0.075302,0.070207,0.001463,neutron,pi+,solid
107,11.0,0.063013,0.816763,0.373015,1.060975,0.508207,AUT,1300689.114232,0.008206,0.009803,0.009777,0.070207,0.001084,neutron,pi+,solid
108,11.0,0.070395,0.765674,0.373078,1.112240,0.503758,AUT,1351550.616664,0.008016,0.009048,0.009052,0.070207,0.001096,neutron,pi+,solid
109,11.0,0.075581,0.737740,0.373418,1.150807,0.499339,AUT,1279074.381806,0.008205,0.008960,0.008957,0.070207,0.001103,neutron,pi+,solid
110,11.0,0.080120,0.717297,0.373400,1.186144,0.497204,AUT,1279537.887210,0.008180,0.008709,0.008732,0.070207,0.001110,neutron,pi+,solid
111,11.0,0.084391,0.701127,0.373554,1.221271,0.497482,AUT,1242549.183939,0.008357,0.008690,0.008696,0.070207,0.001117,neutron,pi+,solid
112,11.0,0.088783,0.691551,0.373535,1.267309,0.497424,AUT,1320875.515948,0.008133,0.008346,0.008363,0.070207,0.001124,neutron,pi+,solid
113,11.0,0.093432,0.681542,0.373487,1.314342,0.497114,AUT,1297222.152892,0.008286,0.008394,0.008374,0.070207,0.001131,neutron,pi+,solid
114,11.0,0.098324,0.670934,0.373410,1.361633,0.497571,AUT,1318641.032740,0.008314,0.008333,0.008330,0.070207,0.001139,neutron,pi+,solid
115,11.0,0.103469,0.660410,0.373393,1.410415,0.497550,AUT,1266650.886102,0.008581,0.008535,0.008557,0.070207,0.001147,neutron,pi+,solid
116,11.0,0.108860,0.648585,0.373422,1.457303,0.498324,AUT,1278568.326805,0.008655,0.008576,0.008595,0.070207,0.001156,neutron,pi+,solid
117,11.0,0.114751,0.635142,0.373430,1.504308,0.498852,AUT,1290520.184617,0.008815,0.008719,0.008726,0.070207,0.001166,neutron,pi+,solid
118,11.0,0.121207,0.620014,0.373325,1.551065,0.498837,AUT,1307944.598539,0.008976,0.008927,0.008957,0.070207,0.001178,neutron,pi+,solid
119,11.0,0.128505,0.598672,0.373192,1.587622,0.499629,AUT,1393460.410410,0.009097,0.009209,0.009219,0.070207,0.001190,neutron,pi+,solid
120,11.0,0.137597,0.562170,0.373103,1.596032,0.501811,AUT,1462525.865669,0.010038,0.010711,0.010754,0.070207,0.001207,neutron,pi+,solid
121,11.0,0.149693,0.524291,0.373035,1.619119,0.503510,AUT,1562472.427729,0.011094,0.013287,0.013324,0.070207,0.001229,neutron,pi+,solid
122,11.0,0.167274,0.482496,0.373204,1.664267,0.499899,AUT,1869665.976424,0.009104,0.012859,0.012826,0.070207,0.001262,neutron,pi+,solid
123,11.0,0.196842,0.426244,0.373570,1.727248,0.492304,AUT,2190331.985722,0.007473,0.012919,0.012877,0.070207,0.001318,neutron,pi+,solid
124,11.0,0.249807,0.352824,0.373981,1.809259,0.480537,AUT,1668889.679881,0.011430,0.017612,0.017586,0.070207,0.001415,neutron,pi+,solid
125,11.0,0.064567,0.812159,0.374506,1.080413,0.680807,AUT,1309316.693529,0.007963,0.009803,0.009807,0.070207,0.001087,neutron,pi+,solid
126,11.0,0.075618,0.749541,0.374819,1.169129,0.677830,AUT,1390639.103258,0.008125,0.008956,0.008976,0.070207,0.001104,neutron,pi+,solid
127,11.0,0.085613,0.708698,0.375184,1.251952,0.675388,AUT,1392050.550178,0.008305,0.008634,0.008647,0.070207,0.001119,neutron,pi+,solid
128,11.0,0.096747,0.683306,0.375275,1.364037,0.674776,AUT,1447513.300110,0.008311,0.008385,0.008400,0.070207,0.001136,neutron,pi+,solid
129,11.0,0.110226,0.656502,0.375416,1.492984,0.674096,AUT,1449272.542593,0.008370,0.008319,0.008331,0.070207,0.001159,neutron,pi+,solid
130,11.0,0.127391,0.620296,0.375537,1.629349,0.672799,AUT,1473530.465249,0.008286,0.008259,0.008265,0.070207,0.001189,neutron,pi+,solid
131,11.0,0.154723,0.538307,0.376308,1.711391,0.667394,AUT,1328237.447406,0.009192,0.009082,0.009077,0.070207,0.001239,neutron,pi+,solid
132,11.0,0.211095,0.412759,0.376035,1.778505,0.664706,AUT,647840.025051,0.026151,0.020376,0.020943,0.070207,0.001344,neutron,pi+,solid
133,11.0,0.097116,0.715124,0.378819,1.384911,0.856915,AUT,1157210.398483,0.009586,0.012111,0.012142,0.070207,0.001138,neutron,pi+,solid
134,11.0,0.107439,0.581072,0.423071,1.284741,0.147945,AUT,2761729.981960,0.009539,0.007707,0.007718,0.070207,0.001158,neutron,pi+,solid
135,11.0,0.134231,0.543806,0.423567,1.505692,0.127502,AUT,2647726.213073,0.007305,0.006709,0.006753,0.070207,0.001206,neutron,pi+,solid
136,11.0,0.152298,0.510780,0.423837,1.604703,0.115632,AUT,2517991.786239,0.007004,0.006758,0.006743,0.070207,0.001240,neutron,pi+,solid
137,11.0,0.169609,0.477497,0.424089,1.670701,0.105767,AUT,2471379.034039,0.006951,0.006836,0.006853,0.070207,0.001274,neutron,pi+,solid
138,11.0,0.189193,0.442957,0.424351,1.728426,0.096054,AUT,2400134.898942,0.007137,0.007085,0.007108,0.070207,0.001312,neutron,pi+,solid
139,11.0,0.216750,0.397291,0.424382,1.774216,0.090853,AUT,2335273.404086,0.007460,0.007456,0.007468,0.070207,0.001365,neutron,pi+,solid
140,11.0,0.259740,0.342264,0.424082,1.829441,0.113072,AUT,1476100.018298,0.011765,0.010881,0.010888,0.070207,0.001445,neutron,pi+,solid
141,11.0,0.074547,0.723191,0.422631,1.109565,0.327308,AUT,1699350.610631,0.033544,0.020742,0.020480,0.070207,0.001105,neutron,pi+,solid
142,11.0,0.085853,0.670488,0.423451,1.187934,0.309639,AUT,1535997.169637,0.029424,0.018781,0.018733,0.070207,0.001123,neutron,pi+,solid
143,11.0,0.093531,0.655015,0.423530,1.264458,0.305746,AUT,1470712.973124,0.028153,0.018176,0.018285,0.070207,0.001135,neutron,pi+,solid
144,11.0,0.100402,0.643944,0.423725,1.334465,0.302277,AUT,1394714.126510,0.027455,0.018023,0.018061,0.070207,0.001146,neutron,pi+,solid
145,11.0,0.107001,0.633939,0.423872,1.400069,0.298470,AUT,1400686.141506,0.026228,0.017483,0.017450,0.070207,0.001158,neutron,pi+,solid
146,11.0,0.113537,0.625140,0.424010,1.465023,0.294576,AUT,1327763.535419,0.025899,0.017434,0.017502,0.070207,0.001169,neutron,pi+,solid
147,11.0,0.120013,0.618163,0.424101,1.531302,0.290956,AUT,1278259.528364,0.025099,0.017189,0.017200,0.070207,0.001181,neutron,pi+,solid
148,11.0,0.126552,0.611437,0.424288,1.597163,0.287434,AUT,1198611.741152,0.024889,0.017283,0.017319,0.070207,0.001193,neutron,pi+,solid
149,11.0,0.133291,0.597455,0.424479,1.643664,0.283291,AUT,1104964.003588,0.024524,0.017383,0.017397,0.070207,0.001205,neutron,pi+,solid
150,11.0,0.140605,0.582721,0.424573,1.691076,0.278620,AUT,988512.619836,0.024394,0.017624,0.017709,0.070207,0.001219,neutron,pi+,solid
151,11.0,0.148860,0.567445,0.424740,1.743373,0.272352,AUT,853467.930110,0.024325,0.018172,0.018142,0.070207,0.001235,neutron,pi+,solid
152,11.0,0.158814,0.548079,0.425235,1.796300,0.261052,AUT,650555.585799,0.024722,0.019227,0.019456,0.070207,0.001255,neutron,pi+,solid
153,11.0,0.171608,0.522835,0.425744,1.851230,0.243218,AUT,373617.828647,0.026825,0.022875,0.022953,0.070207,0.001280,neutron,pi+,solid
154,11.0,0.188239,0.486807,0.426535,1.889561,0.232978,AUT,86449.957662,0.040124,0.042333,0.042594,0.070207,0.001312,neutron,pi+,solid
155,11.0,0.242273,0.352342,0.430171,1.756406,0.233844,AUT,30557.118003,0.130727,0.099165,0.101060,0.070207,0.001414,neutron,pi+,solid
156,11.0,0.280306,0.321999,0.428713,1.861425,0.219799,AUT,78161.955842,0.270540,0.160282,0.160767,0.070207,0.001484,neutron,pi+,solid
157,11.0,0.065519,0.797114,0.422830,1.075775,0.507088,AUT,1242468.186746,0.009974,0.010655,0.010709,0.070207,0.001091,neutron,pi+,solid
158,11.0,0.074638,0.737792,0.423209,1.136255,0.505267,AUT,1216457.453646,0.009606,0.009960,0.009955,0.070207,0.001105,neutron,pi+,solid
159,11.0,0.081045,0.706778,0.423449,1.182134,0.501498,AUT,1213704.414850,0.009304,0.009496,0.009533,0.070207,0.001115,neutron,pi+,solid
160,11.0,0.086929,0.689757,0.423493,1.237594,0.500109,AUT,1200523.643976,0.009181,0.009275,0.009321,0.070207,0.001124,neutron,pi+,solid
161,11.0,0.092815,0.679801,0.423618,1.302300,0.499735,AUT,1143968.073285,0.009352,0.009393,0.009413,0.070207,0.001134,neutron,pi+,solid
162,11.0,0.098808,0.669488,0.423552,1.365371,0.500539,AUT,1097265.408785,0.009500,0.009466,0.009463,0.070207,0.001144,neutron,pi+,solid
163,11.0,0.105297,0.659268,0.423337,1.432796,0.501302,AUT,1130655.753389,0.009320,0.009245,0.009299,0.070207,0.001155,neutron,pi+,solid
164,11.0,0.112431,0.646282,0.423390,1.499681,0.502661,AUT,1083872.072296,0.009526,0.009440,0.009437,0.070207,0.001167,neutron,pi+,solid
165,11.0,0.120160,0.630538,0.423361,1.563732,0.503834,AUT,1064179.112125,0.009619,0.009560,0.009614,0.070207,0.001181,neutron,pi+,solid
166,11.0,0.128637,0.607023,0.423146,1.611303,0.506374,AUT,1014437.913476,0.009907,0.010052,0.010035,0.070207,0.001197,neutron,pi+,solid
167,11.0,0.139005,0.562493,0.422736,1.612867,0.511950,AUT,1014333.743828,0.010290,0.011125,0.011196,0.070207,0.001216,neutron,pi+,solid
168,11.0,0.154540,0.505403,0.422190,1.610363,0.523563,AUT,1127866.573794,0.011895,0.015808,0.015806,0.070207,0.001244,neutron,pi+,solid
169,11.0,0.181611,0.447461,0.422272,1.673295,0.523786,AUT,1512747.646597,0.009441,0.016513,0.016473,0.070207,0.001297,neutron,pi+,solid
170,11.0,0.237715,0.365390,0.422487,1.777508,0.517253,AUT,1674513.080404,0.010385,0.018489,0.018371,0.070207,0.001403,neutron,pi+,solid
171,11.0,0.065788,0.802406,0.424152,1.087219,0.687135,AUT,1367937.012671,0.007787,0.009094,0.009118,0.070207,0.001091,neutron,pi+,solid
172,11.0,0.077614,0.737869,0.424492,1.181208,0.685238,AUT,1357344.663048,0.008298,0.008639,0.008632,0.070207,0.001110,neutron,pi+,solid
173,11.0,0.088343,0.696752,0.424484,1.269995,0.684441,AUT,1436300.502444,0.008526,0.008334,0.008338,0.070207,0.001127,neutron,pi+,solid
174,11.0,0.100642,0.666867,0.424526,1.384637,0.682739,AUT,1491392.921321,0.008900,0.008368,0.008372,0.070207,0.001147,neutron,pi+,solid
175,11.0,0.115892,0.633033,0.424783,1.513307,0.682056,AUT,1543648.693221,0.009253,0.008626,0.008642,0.070207,0.001174,neutron,pi+,solid
176,11.0,0.136983,0.578725,0.424944,1.632800,0.679142,AUT,1671602.103968,0.008966,0.008846,0.008866,0.070207,0.001212,neutron,pi+,solid
177,11.0,0.178112,0.475983,0.425975,1.733132,0.670168,AUT,1566932.865601,0.008579,0.009413,0.009473,0.070207,0.001290,neutron,pi+,solid
178,11.0,0.243810,0.366916,0.426071,1.842478,0.654935,AUT,183003.526791,0.040580,0.036950,0.037493,0.070207,0.001417,neutron,pi+,solid
